raw_symptoms,symptom_categories,body_parts_affected,severity_indicators,temporal_indicators,symptom_descriptions,symptom_count,has_multiple_symptoms,urgency_score,listed_symptoms,case_id,species,age
"['diarrhea', 'drinking', 'eye', 'discharge']","['gastrointestinal', 'ocular']","['ear', 'eye']",[],['days'],"['going for', 'we come immediately']",4,True,2.0,"['minor eye discharge', 'diarrhea', 'drinking more water than usual', 'ear discharge']",755,bird,1.7
"['swollen', 'swollen']","['musculoskeletal', 'ocular']",[],[],['today'],[],2,True,1.0,['swollen face'],756,guinea pig,8.3
['red'],['ocular'],['ear'],[],['days'],"['cat experiencing advice', 'going for', 'we come immediately']",1,False,0.5,"['diet advice needed', 'vaccination due', 'grooming required', 'dental cleaning inquiry']",757,cat,19.5
"['cough', 'coughing', 'diarrhea', 'eye', 'discharge', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'ocular', 'urinary']","['ears', 'ear', 'eye']",['mild'],[],[],7,True,3.5,"['diarrhea', 'mild coughing', 'minor eye discharge', 'urinating more frequently']",758,bird,2.0
"['cough', 'coughing', 'scratch', 'scratching']","['respiratory', 'dermatological']",['ear'],['mild'],['today'],['pig experiencing coughing'],4,True,2.0,"['persistent coughing', 'mild scratching']",759,guinea pig,6.8
"['vomit', 'vomiting']",['gastrointestinal'],['ear'],['moderate'],[],['hamster experiencing'],2,True,1.0,"['vomiting blood', 'moderate bleeding']",760,hamster,4.0
['behavior'],['behavioral'],['ear'],['moderate'],['yesterday'],"['hamster experiencing consultation', 'we come immediately']",1,False,0.5,"['behavioral consultation', 'dental cleaning inquiry', 'routine checkup', 'moderate bleeding']",761,hamster,4.1
"['vomit', 'vomiting', 'scratch', 'scratching', 'lethargy']","['gastrointestinal', 'dermatological', 'behavioral']",[],[],['days'],['going for'],5,True,2.5,"['lethargy', 'excessive scratching', 'vomiting']",762,dog,7.0
['diarrhea'],['gastrointestinal'],['ear'],[],[],"['hamster experiencing diarrhea advice', 'just started ago']",1,False,0.5,"['bloody diarrhea', 'diet advice needed']",763,hamster,2.2
"['sneezing', 'hair']","['respiratory', 'dermatological']","['ears', 'ear']",[],['yesterday'],[],2,True,1.0,['sneezing'],764,cat,7.6
"['cough', 'coughing', 'red']","['respiratory', 'ocular']","['ears', 'ear']",['mild'],[],[],3,True,1.5,"['grooming required', 'mild coughing']",765,dog,19.9
"['cough', 'coughing', 'sneezing', 'appetite']","['respiratory', 'gastrointestinal']","['ears', 'ear']",['mild'],['days'],"['dog sneezing', 'we come immediately']",4,True,2.0,"['loss of appetite', 'mild coughing', 'sneezing']",766,dog,10.8
"['cough', 'coughing', 'vomit', 'vomiting']","['respiratory', 'gastrointestinal']",[],['mild'],['today'],['advise urgency'],4,True,2.0,"['mild coughing', 'vomiting', 'vaccination due']",767,rabbit,7.4
"['diarrhea', 'behavior']","['gastrointestinal', 'behavioral']","['nail', 'ears', 'ear']",[],[],['advise urgency'],2,True,1.0,"['behavioral consultation', 'nail trimming needed', 'routine checkup', 'vaccination due', 'bloody diarrhea']",768,cat,15.1
"['vomit', 'vomiting', 'diarrhea', 'swollen', 'eye', 'discharge', 'squint', 'squinting', 'swollen']","['gastrointestinal', 'musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",[],['days'],['going for'],9,True,4.5,"['vomiting blood', 'eye discharge with squinting', 'swollen face', 'bloody diarrhea']",769,guinea pig,1.7
['breath'],['respiratory'],['ear'],[],['days'],['pig experiencing checkup'],1,False,0.5,"['routine checkup', 'diet advice needed', 'bad breath', 'poisoning suspected']",770,guinea pig,2.2
"['vomit', 'vomiting', 'swollen', 'eye', 'discharge', 'squint', 'squinting', 'swollen', 'behavior']","['gastrointestinal', 'musculoskeletal', 'ocular', 'behavioral']",['eye'],[],['today'],['advise urgency'],9,True,4.5,"['eye discharge with squinting', 'sudden behavior change', 'swollen face', 'vomiting']",771,bird,2.6
['sneezing'],['respiratory'],['ear'],[],['days'],"['rabbit experiencing sneezing', 'going for']",1,False,0.5,['sneezing'],772,rabbit,5.3
[],[],['nail'],[],['days'],"['advice needed', 'advise urgency']",0,False,0.0,"['nail trimming needed', 'diet advice needed', 'vaccination due']",773,dog,0.6
"['vomit', 'vomiting', 'red']","['gastrointestinal', 'ocular']","['ears', 'ear']",[],['yesterday'],['we come immediately'],3,True,1.5,"['vomiting blood', 'grooming required']",774,hamster,1.4
"['eye', 'discharge', 'squint', 'squinting']",['ocular'],"['ears', 'ear', 'eye']",[],[],[],4,True,2.0,['eye discharge with squinting'],775,rabbit,3.4
"['limp', 'limping', 'eye', 'discharge', 'squint', 'squinting']","['musculoskeletal', 'ocular']",['eye'],['severe'],[],[],6,True,4.5,"['eye discharge with squinting', 'limping severely', 'difficulty defecating']",776,cat,10.8
"['swollen', 'swollen']","['musculoskeletal', 'ocular']","['ears', 'ear']",[],[],['just started ago'],2,True,1.0,"['swollen face', 'poisoning suspected']",777,guinea pig,9.2
[],[],['ear'],[],[],['hamster experiencing vaccination'],0,False,0.0,"['vaccination due', 'heatstroke symptoms']",778,hamster,3.5
[],[],"['nail', 'ear']",[],['yesterday'],['hamster experiencing trimming'],0,False,0.0,"['nail trimming needed', 'routine checkup']",779,hamster,7.5
[],[],[],[],[],[],0,False,0.0,"['vaccination due', 'diet advice needed']",780,bird,7.9
"['cough', 'coughing', 'diarrhea']","['respiratory', 'gastrointestinal']",['ear'],[],['days'],"['bird experiencing diarrhea', 'going for']",3,True,1.5,"['bloody diarrhea', 'persistent coughing', 'difficulty swallowing']",781,bird,6.2
"['appetite', 'drinking', 'swollen', 'swollen', 'lethargy']","['gastrointestinal', 'musculoskeletal', 'ocular', 'behavioral']","['ears', 'ear']",[],['days'],"['going for', 'we come immediately']",5,True,2.5,"['loss of appetite', 'lethargy', 'drinking more water than usual', 'swollen face']",782,rabbit,2.1
"['breath', 'behavior']","['respiratory', 'behavioral']",['ear'],[],['days'],['rabbit experiencing advice'],2,True,1.0,"['diet advice needed', 'behavioral consultation', 'bad breath', 'weight management consultation']",783,rabbit,2.9
"['vomit', 'vomiting', 'drinking', 'lethargy']","['gastrointestinal', 'behavioral']",[],[],['yesterday'],[],4,True,2.0,"['vomiting', 'drinking more water than usual', 'lethargy', 'weight management consultation']",784,rabbit,11.9
[],[],"['ears', 'ear']",[],['yesterday'],['we come immediately'],0,False,0.0,['diet advice needed'],785,dog,2.7
"['diarrhea', 'urinating', 'frequent']","['gastrointestinal', 'urinary']","['ears', 'ear']",[],['yesterday'],['advise urgency'],3,True,1.5,"['diarrhea', 'urinating more frequently']",786,guinea pig,2.0
"['swollen', 'swollen']","['musculoskeletal', 'ocular']",[],['moderate'],['days'],[],2,True,1.0,"['moderate bleeding', 'swollen face']",787,guinea pig,8.6
"['diarrhea', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear']",[],[],"['just started ago', 'advise urgency']",2,True,1.0,"['ear discharge', 'diarrhea']",788,bird,6.3
['paralysis'],['neurological'],"['nail', 'ear']",[],['yesterday'],"['rabbit experiencing trimming', 'we come immediately']",1,False,2.0,"['nail trimming needed', 'diet advice needed', 'paralysis']",789,rabbit,6.9
"['cough', 'coughing', 'vomit', 'vomiting', 'diarrhea']","['respiratory', 'gastrointestinal']","['ears', 'ear']",[],['days'],['we come immediately'],5,True,2.5,"['vomiting', 'diarrhea', 'persistent coughing']",790,cat,0.1
"['breathing', 'breath', 'unconscious']","['respiratory', 'neurological']",['ear'],[],['days'],"['rabbit experiencing symptoms', 'going for']",3,True,4.5,"['heatstroke symptoms', 'poisoning suspected', 'unconscious', 'difficulty breathing']",791,rabbit,1.9
['breath'],['respiratory'],"['ears', 'ear']",[],[],[],1,False,0.5,['bad breath'],792,guinea pig,2.4
"['pant', 'panting']",['respiratory'],"['ears', 'ear']",[],[],['advise urgency'],2,True,1.0,"['excessive panting', 'diet advice needed']",793,dog,14.8
['red'],['ocular'],"['ears', 'ear']",[],['today'],['we come immediately'],1,False,0.5,"['grooming required', 'weight management consultation', 'diet advice needed']",794,rabbit,3.7
"['sneezing', 'scratch', 'scratching', 'discharge']","['respiratory', 'dermatological', 'ocular']","['ears', 'ear']",['mild'],['yesterday'],[],4,True,2.0,"['sneezing', 'ear discharge', 'mild scratching']",795,guinea pig,2.4
"['eye', 'discharge']",['ocular'],['eye'],[],[],['advise urgency'],2,True,1.0,"['routine checkup', 'minor eye discharge']",796,dog,6.0
['sneezing'],['respiratory'],"['ears', 'ear']",[],['today'],[],1,False,0.5,"['dental cleaning inquiry', 'sneezing']",797,bird,5.2
"['cough', 'coughing', 'drinking', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'ocular']","['ear', 'eye']",['mild'],['days'],"['cat experiencing discharge', 'going for']",5,True,2.5,"['ear discharge', 'mild coughing', 'minor eye discharge', 'drinking more water than usual']",798,cat,0.0
"['bloat', 'bloated', 'abdomen', 'unconscious']","['gastrointestinal', 'neurological']",['abdomen'],['severe'],[],['just started ago'],4,True,5.0,"['severe bleeding', 'unconscious', 'bloated abdomen', 'severe trauma']",799,hamster,10.7
"['sneezing', 'swollen', 'swollen']","['respiratory', 'musculoskeletal', 'ocular']",['ear'],[],['days'],"['cat experiencing face', 'we come immediately']",3,True,1.5,"['swollen face', 'sneezing']",800,cat,0.9
"['limp', 'limping', 'lethargy']","['musculoskeletal', 'behavioral']","['ears', 'ear']",[],[],[],3,True,1.5,"['minor limping', 'lethargy']",801,guinea pig,2.4
"['appetite', 'scratch', 'scratching']","['gastrointestinal', 'dermatological']",['ear'],[],['days'],"['hamster experiencing loss', 'going for', 'we come immediately']",3,True,1.5,"['loss of appetite', 'excessive scratching']",802,hamster,13.1
"['drool', 'drooling']",['gastrointestinal'],"['ears', 'ear']",[],['today'],[],2,True,1.0,['excessive drooling'],803,dog,2.4
"['cough', 'coughing', 'pant', 'panting', 'vomit', 'vomiting', 'diarrhea']","['respiratory', 'gastrointestinal']",['ear'],[],['days'],"['bird experiencing', 'going for', 'we come immediately']",7,True,3.5,"['vomiting blood', 'bloody diarrhea', 'excessive panting', 'persistent coughing']",804,bird,2.5
['behavior'],['behavioral'],"['nail', 'ears', 'ear']",[],['today'],['advise urgency'],1,False,0.5,"['behavioral consultation', 'nail trimming needed', 'vaccination due']",805,guinea pig,14.3
"['sneezing', 'eye', 'discharge', 'urinating', 'frequent']","['respiratory', 'ocular', 'urinary']","['ears', 'ear', 'eye']",[],['today'],[],5,True,2.5,"['sneezing', 'ear discharge', 'minor eye discharge', 'urinating more frequently']",806,cat,5.7
"['sneezing', 'appetite', 'lethargy']","['respiratory', 'gastrointestinal', 'behavioral']","['ears', 'ear']",[],[],['just started ago'],3,True,1.5,"['sneezing', 'loss of appetite', 'lethargy']",807,bird,2.4
[],[],"['ears', 'ear']",[],[],['just started ago'],0,False,0.0,"['difficulty swallowing', 'routine checkup']",808,rabbit,14.9
['behavior'],['behavioral'],['ear'],[],[],['pig experiencing consultation'],1,False,0.5,"['behavioral consultation', 'routine checkup']",809,guinea pig,8.0
[],[],"['ears', 'ear']",['moderate'],['today'],[],0,False,0.0,['moderate bleeding'],810,cat,15.1
"['breath', 'scratch', 'scratching', 'red']","['respiratory', 'dermatological', 'ocular']","['gum', 'gums']",['mild'],['days'],[],4,True,2.0,"['bad breath', 'routine checkup', 'mild scratching', 'grooming required', 'pale gums']",811,dog,14.9
['behavior'],['behavioral'],"['ears', 'ear']",[],['yesterday'],['advise urgency'],1,False,0.5,"['behavioral consultation', 'vaccination due', 'heatstroke symptoms']",812,bird,2.3
"['breathing', 'breath', 'urinate']","['respiratory', 'urinary']",[],['severe'],['days'],['going for'],3,True,4.5,"['severe allergic reaction', 'unable to urinate', 'difficulty breathing']",813,hamster,3.7
"['diarrhea', 'discharge', 'urinating', 'frequent']","['gastrointestinal', 'ocular', 'urinary']",['ear'],[],[],"['showing signs', 'we come immediately']",4,True,2.0,"['ear discharge', 'urinating more frequently', 'diarrhea']",814,cat,12.0
"['sneezing', 'eye', 'discharge', 'urinating', 'frequent']","['respiratory', 'ocular', 'urinary']","['ears', 'ear', 'eye']",[],['days'],['we come immediately'],5,True,2.5,"['sneezing', 'urinating more frequently', 'minor eye discharge', 'ear discharge']",815,bird,11.7
"['seizure', 'paralysis']",['neurological'],"['gum', 'gums']",['severe'],['days'],['going for'],2,True,5.0,"['seizures', 'paralysis', 'severe bleeding', 'pale gums']",816,dog,0.3
['red'],['ocular'],"['nail', 'ears', 'ear']",[],[],['just started ago'],1,False,0.5,"['nail trimming needed', 'grooming required', 'dental cleaning inquiry']",817,hamster,10.2
[],[],"['ears', 'ear']",[],[],[],0,False,0.0,"['routine checkup', 'diet advice needed']",818,bird,1.9
[],[],"['nail', 'ears', 'ear']",[],[],"['just started ago', 'advise urgency']",0,False,0.0,"['diet advice needed', 'weight management consultation', 'nail trimming needed', 'dental cleaning inquiry']",819,bird,1.3
"['breath', 'red']","['respiratory', 'ocular']","['nail', 'ear']",[],['days'],"['pig experiencing breath trimming', 'going for']",2,True,1.0,"['bad breath', 'grooming required', 'nail trimming needed']",820,guinea pig,1.3
"['limp', 'limping', 'urinating', 'frequent']","['musculoskeletal', 'urinary']",['ear'],[],['days'],"['dog experiencing', 'advise urgency']",4,True,2.0,"['urinating more frequently', 'minor limping']",821,dog,1.2
"['cough', 'coughing', 'hair']","['respiratory', 'dermatological']","['ears', 'ear']",[],['days'],[],3,True,1.5,['persistent coughing'],822,cat,18.4
"['cough', 'coughing']",['respiratory'],"['nail', 'ears', 'ear']",['mild'],[],[],2,True,1.0,"['mild coughing', 'nail trimming needed']",823,dog,2.0
"['diarrhea', 'limp', 'limping']","['gastrointestinal', 'musculoskeletal']",[],['severe'],[],['just started ago'],3,True,2.25,"['bloody diarrhea', 'limping severely']",824,bird,14.4
"['breath', 'diarrhea', 'scratch', 'scratching']","['respiratory', 'gastrointestinal', 'dermatological']",['ear'],['mild'],['yesterday'],['hamster experiencing breath'],4,True,2.0,"['mild scratching', 'bad breath', 'bloody diarrhea']",825,hamster,1.0
"['breath', 'urinating', 'frequent']","['respiratory', 'urinary']","['ears', 'ear']",[],[],['just started ago'],3,True,1.5,"['urinating more frequently', 'bad breath']",826,dog,19.6
['breath'],['respiratory'],[],[],['yesterday'],['advise urgency'],1,False,0.5,"['bad breath', 'diet advice needed']",827,hamster,7.1
"['appetite', 'limp', 'limping', 'urinating', 'frequent']","['gastrointestinal', 'musculoskeletal', 'urinary']","['ears', 'ear']",[],['yesterday'],[],5,True,2.5,"['urinating more frequently', 'minor limping', 'loss of appetite']",828,hamster,6.4
"['breathing', 'breath']",['respiratory'],"['ears', 'ear']",['severe'],[],[],2,True,3.75,"['difficulty breathing', 'severe trauma']",829,dog,13.0
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']","['nail', 'ear']",['mild'],['yesterday'],['rabbit experiencing scratching advice'],3,True,1.5,"['mild scratching', 'diet advice needed', 'nail trimming needed', 'grooming required']",830,rabbit,6.2
"['bloat', 'bloated', 'abdomen', 'seizure']","['gastrointestinal', 'neurological']","['abdomen', 'ear']",['severe'],['today'],['rabbit experiencing abdomen'],4,True,5.0,"['bloated abdomen', 'seizures', 'severe trauma']",831,rabbit,2.5
"['cough', 'coughing', 'vomit', 'vomiting', 'discharge', 'lethargy', 'urinate']","['respiratory', 'gastrointestinal', 'ocular', 'behavioral', 'urinary']",['ear'],['mild'],['days'],['dog experiencing lethargy'],7,True,3.5,"['lethargy', 'mild coughing', 'vomiting', 'ear discharge', 'unable to urinate']",832,dog,0.6
[],[],['ear'],[],['today'],"['cat experiencing advice', 'advise urgency']",0,False,0.0,['diet advice needed'],833,cat,16.9
['behavior'],['behavioral'],"['ears', 'ear']",[],['days'],[],1,False,0.5,"['vaccination due', 'diet advice needed', 'behavioral consultation']",834,rabbit,6.5
"['urinating', 'frequent']",['urinary'],[],[],[],"['just started ago', 'advise urgency']",2,True,1.0,['urinating more frequently'],835,dog,0.5
"['breath', 'pant', 'panting', 'diarrhea']","['respiratory', 'gastrointestinal']","['ears', 'ear']",['moderate'],['days'],['going for'],4,True,2.0,"['moderate bleeding', 'excessive panting', 'bloody diarrhea', 'bad breath']",836,bird,2.4
"['vomit', 'vomiting', 'drinking', 'scratch', 'scratching', 'eye', 'discharge']","['gastrointestinal', 'dermatological', 'ocular']","['ear', 'eye']",[],['yesterday'],['pig experiencing scratching'],7,True,3.5,"['excessive scratching', 'drinking more water than usual', 'minor eye discharge', 'vomiting']",837,guinea pig,2.1
"['cough', 'coughing', 'pant', 'panting', 'drool', 'drooling', 'unconscious', 'eye', 'discharge', 'squint', 'squinting']","['respiratory', 'gastrointestinal', 'neurological', 'ocular']",['eye'],[],['days'],['going for'],11,True,5.0,"['excessive panting', 'persistent coughing', 'excessive drooling', 'eye discharge with squinting', 'unconscious']",838,rabbit,15.0
['breath'],['respiratory'],['nail'],[],['yesterday'],[],1,False,0.5,"['bad breath', 'routine checkup', 'nail trimming needed']",839,dog,9.0
"['drool', 'drooling', 'red']","['gastrointestinal', 'ocular']",[],[],[],[],3,True,1.5,"['grooming required', 'excessive drooling']",840,dog,16.8
['seizure'],['neurological'],[],['severe'],[],[],1,False,3.0,"['poisoning suspected', 'seizures', 'severe allergic reaction']",841,bird,7.8
"['sneezing', 'vomit', 'vomiting']","['respiratory', 'gastrointestinal']","['nail', 'ears', 'ear']",[],['days'],['we come immediately'],3,True,1.5,"['sneezing', 'vomiting', 'nail trimming needed']",842,dog,4.0
['unconscious'],['neurological'],['ear'],[],['days'],"['dog experiencing unconscious', 'we come immediately']",1,False,2.0,['unconscious'],843,dog,4.0
"['cough', 'coughing', 'drinking', 'eye', 'discharge', 'lethargy']","['respiratory', 'gastrointestinal', 'ocular', 'behavioral']","['ear', 'eye']",['mild'],[],['cat experiencing'],6,True,3.0,"['drinking more water than usual', 'lethargy', 'mild coughing', 'minor eye discharge']",844,cat,0.3
"['vomit', 'vomiting', 'diarrhea', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear']",['severe'],['days'],['going for'],4,True,3.0,"['diarrhea', 'ear discharge', 'vomiting', 'severe bleeding']",845,guinea pig,2.9
"['breath', 'behavior']","['respiratory', 'behavioral']",['nail'],[],['days'],[],2,True,1.0,"['nail trimming needed', 'dental cleaning inquiry', 'bad breath', 'vaccination due', 'sudden behavior change']",846,guinea pig,2.8
"['scratch', 'scratching']",['dermatological'],"['ears', 'ear']",[],[],['just started ago'],2,True,1.0,['excessive scratching'],847,dog,10.1
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']","['ears', 'ear']",['mild'],['today'],['advise urgency'],3,True,1.5,"['mild scratching', 'behavioral consultation']",848,hamster,9.6
"['vomit', 'vomiting', 'diarrhea']",['gastrointestinal'],"['ears', 'ear']",['moderate'],['days'],['going for'],3,True,1.5,"['moderate bleeding', 'vomiting blood', 'bloody diarrhea']",849,rabbit,1.4
"['breath', 'behavior']","['respiratory', 'behavioral']",['ear'],[],['days'],"['rabbit experiencing breath', 'we come immediately']",2,True,1.0,"['bad breath', 'behavioral consultation']",850,rabbit,8.0
['diarrhea'],['gastrointestinal'],"['ears', 'ear']",[],['yesterday'],['advise urgency'],1,False,0.5,"['diet advice needed', 'diarrhea']",851,guinea pig,1.2
[],[],"['nail', 'ears', 'ear']",[],['days'],['going for'],0,False,0.0,"['diet advice needed', 'dental cleaning inquiry', 'weight management consultation', 'nail trimming needed']",852,dog,1.7
"['appetite', 'urinate']","['gastrointestinal', 'urinary']","['ears', 'ear']",[],[],[],2,True,1.0,"['loss of appetite', 'unable to urinate']",853,bird,1.1
"['cough', 'coughing', 'limp', 'limping']","['respiratory', 'musculoskeletal']","['ears', 'ear']",[],['today'],[],4,True,2.0,"['persistent coughing', 'minor limping']",854,cat,6.0
"['swollen', 'swollen']","['musculoskeletal', 'ocular']","['ears', 'ear']",[],['yesterday'],[],2,True,1.0,['swollen face'],855,bird,7.5
"['diarrhea', 'drinking', 'lethargy', 'urinating', 'frequent']","['gastrointestinal', 'behavioral', 'urinary']",['ear'],[],[],"['dog experiencing diarrhea', 'we come immediately']",5,True,2.5,"['urinating more frequently', 'diarrhea', 'drinking more water than usual', 'lethargy']",856,dog,0.3
['breath'],['respiratory'],"['ears', 'ear']",[],['days'],[],1,False,0.5,"['weight management consultation', 'vaccination due', 'bad breath']",857,bird,4.9
"['vomit', 'vomiting']",['gastrointestinal'],['ear'],[],['yesterday'],['rabbit experiencing vomiting'],2,True,1.0,['vomiting'],858,rabbit,3.4
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']","['ears', 'ear']",['mild'],['days'],['going for'],3,True,1.5,"['grooming required', 'weight management consultation', 'mild scratching']",859,bird,12.7
"['scratch', 'scratching']",['dermatological'],['ear'],['mild'],['days'],"['rabbit experiencing advice', 'going for']",2,True,1.0,"['diet advice needed', 'mild scratching']",860,rabbit,13.8
[],[],"['nail', 'ears', 'ear']",[],[],[],0,False,0.0,"['dental cleaning inquiry', 'nail trimming needed']",861,guinea pig,7.0
"['eye', 'discharge', 'urinating', 'frequent']","['ocular', 'urinary']",['eye'],[],['days'],"['going for', 'we come immediately']",4,True,2.0,"['urinating more frequently', 'minor eye discharge']",862,dog,8.4
"['pant', 'panting', 'vomit', 'vomiting', 'diarrhea', 'swollen', 'swollen']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'ocular']",['ear'],[],[],"['hamster experiencing face', 'just started ago', 'advise urgency']",7,True,3.5,"['swollen face', 'excessive panting', 'vomiting blood', 'difficulty swallowing', 'diarrhea']",863,hamster,2.5
['diarrhea'],['gastrointestinal'],['nail'],[],['days'],['trimming needed'],1,False,0.5,"['diet advice needed', 'nail trimming needed', 'bloody diarrhea']",864,guinea pig,10.6
"['cough', 'coughing', 'sneezing', 'urinate']","['respiratory', 'urinary']",['ear'],['mild'],[],"['rabbit experiencing', 'just started ago']",4,True,2.0,"['sneezing', 'mild coughing', 'unable to urinate']",865,rabbit,8.6
"['cough', 'coughing', 'appetite', 'drinking', 'lethargy']","['respiratory', 'gastrointestinal', 'behavioral']","['ears', 'ear']",['mild'],[],['just started ago'],5,True,2.5,"['drinking more water than usual', 'mild coughing', 'loss of appetite', 'lethargy']",866,guinea pig,2.9
['breath'],['respiratory'],['ear'],[],[],"['bird experiencing breath', 'just started ago']",1,False,0.5,"['bad breath', 'routine checkup', 'dental cleaning inquiry']",867,bird,13.3
"['sneezing', 'vomit', 'vomiting', 'drinking']","['respiratory', 'gastrointestinal']",['ear'],[],['today'],['pig experiencing vomiting'],4,True,2.0,"['vomiting', 'drinking more water than usual', 'sneezing']",868,guinea pig,13.3
"['eye', 'discharge', 'urinating', 'frequent']","['ocular', 'urinary']","['ears', 'ear', 'eye']",[],['yesterday'],[],4,True,2.0,"['urinating more frequently', 'minor eye discharge']",869,bird,14.2
"['cough', 'coughing', 'appetite']","['respiratory', 'gastrointestinal']","['ears', 'ear']",['mild'],[],[],3,True,1.5,"['mild coughing', 'loss of appetite']",870,cat,16.7
[],[],[],['moderate'],['days'],['going for'],0,False,0.0,"['moderate bleeding', 'difficulty defecating', 'difficulty swallowing']",871,hamster,7.6
['behavior'],['behavioral'],['ear'],[],[],['pig experiencing consultation'],1,False,0.5,['behavioral consultation'],872,guinea pig,1.5
"['sneezing', 'drinking', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'urinary']",['ear'],[],['yesterday'],"['rabbit experiencing frequently', 'advise urgency']",4,True,2.0,"['urinating more frequently', 'drinking more water than usual', 'sneezing']",873,rabbit,2.3
['diarrhea'],['gastrointestinal'],"['nail', 'ears', 'ear']",[],['days'],['advise urgency'],1,False,0.5,"['nail trimming needed', 'vaccination due', 'bloody diarrhea']",874,cat,4.0
"['vomit', 'vomiting', 'eye', 'discharge']","['gastrointestinal', 'ocular']",['eye'],[],['yesterday'],[],4,True,2.0,"['minor eye discharge', 'vomiting']",875,bird,5.9
"['sneezing', 'drinking', 'limp', 'limping', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'ocular']","['ear', 'eye']",[],['yesterday'],"['cat experiencing discharge', 'we come immediately']",6,True,3.0,"['minor eye discharge', 'drinking more water than usual', 'sneezing', 'minor limping']",876,cat,10.9
['discharge'],['ocular'],['ear'],[],['yesterday'],['dog experiencing checkup'],1,False,0.5,"['vaccination due', 'routine checkup', 'ear discharge']",877,dog,2.7
"['cough', 'coughing', 'drinking', 'scratch', 'scratching', 'discharge']","['respiratory', 'gastrointestinal', 'dermatological', 'ocular']",['ear'],['mild'],[],['pig experiencing ear discharge'],6,True,3.0,"['ear discharge', 'excessive scratching', 'drinking more water than usual', 'mild coughing']",878,guinea pig,8.7
"['vomit', 'vomiting', 'drinking', 'limp', 'limping', 'lethargy']","['gastrointestinal', 'musculoskeletal', 'behavioral']",[],[],['today'],['advise urgency'],6,True,3.0,"['lethargy', 'minor limping', 'drinking more water than usual', 'vomiting']",879,bird,2.1
"['sneezing', 'red']","['respiratory', 'ocular']","['nail', 'ear']",[],['days'],"['hamster experiencing consultation', 'going for', 'advise urgency']",2,True,1.0,"['weight management consultation', 'nail trimming needed', 'grooming required', 'sneezing']",880,hamster,3.1
"['sneezing', 'drinking', 'scratch', 'scratching', 'discharge']","['respiratory', 'gastrointestinal', 'dermatological', 'ocular']",['ear'],[],['days'],"['bird experiencing', 'going for']",5,True,2.5,"['drinking more water than usual', 'excessive scratching', 'ear discharge', 'sneezing']",881,bird,3.0
['red'],['ocular'],"['ears', 'ear']",[],['days'],[],1,False,0.5,"['weight management consultation', 'grooming required', 'routine checkup']",882,cat,6.8
"['drinking', 'scratch', 'scratching', 'urinating', 'frequent']","['gastrointestinal', 'dermatological', 'urinary']","['ears', 'ear']",[],['days'],['going for'],5,True,2.5,"['drinking more water than usual', 'urinating more frequently', 'excessive scratching']",883,dog,0.5
[],[],[],['moderate'],['yesterday'],[],0,False,0.0,['moderate bleeding'],884,hamster,1.6
"['pant', 'panting']",['respiratory'],"['ears', 'ear']",[],['yesterday'],['we come immediately'],2,True,1.0,['excessive panting'],885,hamster,2.6
['breath'],['respiratory'],"['ears', 'ear']",[],['days'],[],1,False,0.5,"['bad breath', 'routine checkup', 'diet advice needed', 'vaccination due']",886,rabbit,2.6
"['scratch', 'scratching']",['dermatological'],"['ears', 'ear']",['mild'],['days'],"['going for', 'we come immediately']",2,True,1.0,"['diet advice needed', 'weight management consultation', 'mild scratching']",887,hamster,1.9
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']",[],['mild'],['days'],['we come immediately'],3,True,1.5,"['grooming required', 'mild scratching']",888,guinea pig,14.2
"['breath', 'discharge']","['respiratory', 'ocular']","['ears', 'ear']",[],['yesterday'],['pig discharge'],2,True,1.0,"['bad breath', 'ear discharge']",889,guinea pig,2.0
[],[],"['ears', 'ear']",[],[],"['just started ago', 'advise urgency']",0,False,0.0,"['vaccination due', 'dental cleaning inquiry', 'difficulty defecating']",890,dog,0.8
"['sneezing', 'discharge', 'urinating', 'frequent']","['respiratory', 'ocular', 'urinary']","['ears', 'ear']",[],['yesterday'],['we come immediately'],4,True,2.0,"['sneezing', 'urinating more frequently', 'ear discharge']",891,bird,5.6
['breath'],['respiratory'],[],[],['days'],['we come immediately'],1,False,0.5,"['bad breath', 'dental cleaning inquiry']",892,dog,12.2
"['diarrhea', 'drinking', 'discharge', 'urinating', 'frequent']","['gastrointestinal', 'ocular', 'urinary']","['nail', 'ear']",[],['today'],[],5,True,2.5,"['diarrhea', 'drinking more water than usual', 'ear discharge', 'urinating more frequently', 'nail trimming needed']",893,rabbit,6.0
"['red', 'behavior']","['ocular', 'behavioral']",['ear'],[],[],"['dog experiencing consultation', 'we come immediately']",2,True,1.0,"['grooming required', 'behavioral consultation']",894,dog,9.6
