case_id,timestamp,species,breed,age_years,age_category,weight_kg,symptoms,description,urgency_level,urgency_score,wait_time_minutes,requires_immediate_attention,follow_up_required,previous_conditions
4377,2025-02-07T11:53:03.917660,dog,Golden Retriever,14.0,senior,34.0,"['diet advice needed', 'bad breath', 'mild scratching']","Patient is a Golden Retriever dog, 14.0 years old, presenting with diet advice needed, bad breath, mild scratching. Has been going on for 2 days. Seems to be getting worse.",low,2,112,False,False,[]
4378,2025-06-01T11:53:03.917667,rabbit,mixed,2.6,young,3.2,['diarrhea'],mixed rabbit with diarrhea. Age: 2.6 years. Has been going on for 2 days. Please advise urgency.,moderate,3,25,False,True,[]
4379,2025-07-26T11:53:03.917675,cat,Abyssinian,13.6,senior,5.9,"['excessive scratching', 'ear discharge', 'difficulty breathing']","Patient is a Abyssinian cat, 13.6 years old, presenting with excessive scratching, ear discharge, difficulty breathing. Progressive over 3 days. Is this an emergency?",moderate,3,16,False,True,"['arthritis', 'hip dysplasia', 'allergies']"
4380,2024-08-23T11:53:03.917684,guinea pig,mixed,11.5,senior,0.8,"['mild coughing', 'minor eye discharge', 'excessive scratching', 'urinating more frequently']","Patient is a mixed guinea pig, 11.5 years old, presenting with mild coughing, minor eye discharge, excessive scratching, urinating more frequently. Progressive over 3 days. Should we come in immediately?",moderate,3,33,False,False,[]
4381,2024-11-12T11:53:03.917694,guinea pig,mixed,9.1,senior,0.9,"['behavioral consultation', 'dental cleaning inquiry', 'bad breath', 'vaccination due', 'sudden behavior change']","mixed guinea pig with behavioral consultation, dental cleaning inquiry, bad breath, vaccination due, sudden behavior change. Age: 9.1 years. Just started an hour ago. Please advise urgency.",low,2,118,False,True,[]
4382,2024-09-07T11:53:03.917701,rabbit,mixed,3.9,adult,2.1,['swollen face'],mixed rabbit with swollen face. Age: 3.9 years. Started today. Should we come in immediately?,urgent,3,17,False,False,[]
4383,2024-11-29T11:53:03.917709,dog,Bulldog,15.7,geriatric,26.5,"['behavioral consultation', 'nail trimming needed', 'bad breath', 'mild scratching']","Patient is a Bulldog dog, 15.7 years old, presenting with behavioral consultation, nail trimming needed, bad breath, mild scratching. Just started an hour ago. Should we come in immediately?",low,3,41,False,False,[]
4384,2024-11-27T11:53:03.917717,dog,Pug,10.7,senior,17.1,"['nail trimming needed', 'mild coughing']","Patient is a Pug dog, 10.7 years old, presenting with nail trimming needed, mild coughing. Has been going on for 2 days. Seems to be getting worse.",low,2,77,False,True,['hip dysplasia']
4385,2025-07-09T11:53:03.917726,rabbit,mixed,2.7,young,2.7,"['vomiting', 'diet advice needed']","Patient is a mixed rabbit, 2.7 years old, presenting with vomiting, diet advice needed. Progressive over 3 days. Pet is distressed.",moderate,3,38,False,True,[]
4386,2024-10-14T11:53:03.917735,guinea pig,mixed,2.3,young,1.0,"['vomiting blood', 'behavioral consultation']","Patient is a mixed guinea pig, 2.3 years old, presenting with vomiting blood, behavioral consultation. Progressive over 3 days. Seems to be getting worse.",urgent,4,14,True,True,[]
4387,2025-02-06T11:53:03.917744,bird,mixed,3.2,adult,0.3,"['grooming required', 'moderate bleeding']","Concerned about my bird (mixed, 3.2yo) showing signs of grooming required, moderate bleeding. Symptoms for the past week. Seems to be getting worse.",low,1,147,False,True,['dental disease']
4388,2024-12-02T11:53:03.917752,hamster,mixed,2.2,young,0.1,"['sneezing', 'drinking more water than usual']","mixed hamster with sneezing, drinking more water than usual. Age: 2.2 years. Progressive over 3 days. Is this an emergency?",moderate,3,17,False,True,[]
4389,2025-07-08T11:53:03.917759,guinea pig,mixed,1.4,young,0.7,"['grooming required', 'bad breath', 'weight management consultation']","Patient is a mixed guinea pig, 1.4 years old, presenting with grooming required, bad breath, weight management consultation. Progressive over 3 days. Is this an emergency?",low,2,92,False,True,"['eye problems', 'allergies', 'skin condition']"
4390,2025-04-05T11:53:03.917768,dog,Bulldog,0.2,puppy,12.0,"['vomiting', 'lethargy', 'excessive scratching']","Patient is a Bulldog dog, 0.2 years old, presenting with vomiting, lethargy, excessive scratching. Progressive over 3 days. Seems to be getting worse.",moderate,3,23,False,False,['heart murmur']
4391,2025-04-16T11:53:03.917776,dog,Dachshund,1.0,puppy,12.5,"['minor limping', 'loss of appetite', 'vomiting']","Dachshund dog with minor limping, loss of appetite, vomiting. Age: 1.0 years. Symptoms for the past week. Is this an emergency?",moderate,3,45,False,True,[]
4392,2025-03-25T11:53:03.917784,hamster,mixed,3.1,adult,0.2,"['excessive scratching', 'minor eye discharge', 'drinking more water than usual', 'sneezing']","My 3.1 year old mixed hamster has been experiencing excessive scratching, minor eye discharge, drinking more water than usual, sneezing. Just started an hour ago. Pet is distressed.",moderate,2,45,False,True,"['skin condition', 'ear infections']"
4393,2024-10-13T11:53:03.917792,cat,Russian Blue,19.1,geriatric,6.0,['sneezing'],"Concerned about my cat (Russian Blue, 19.1yo) showing signs of sneezing. Noticed yesterday. Is this an emergency?",moderate,4,11,True,True,[]
4394,2025-06-25T11:53:03.917801,dog,Bulldog,11.2,senior,18.6,"['minor limping', 'loss of appetite', 'dental cleaning inquiry']","Patient is a Bulldog dog, 11.2 years old, presenting with minor limping, loss of appetite, dental cleaning inquiry. Noticed yesterday. Should we come in immediately?",moderate,3,25,False,True,"['arthritis', 'anxiety', 'hip dysplasia']"
4395,2025-06-07T11:53:03.917810,cat,Siamese,19.2,geriatric,5.5,"['vaccination due', 'routine checkup', 'nail trimming needed', 'behavioral consultation']","Concerned about my cat (Siamese, 19.2yo) showing signs of vaccination due, routine checkup, nail trimming needed, behavioral consultation. Just started an hour ago. Is this an emergency?",low,3,32,False,False,[]
4396,2025-06-21T11:53:03.917817,bird,mixed,13.6,senior,0.2,"['minor eye discharge', 'ear discharge']","My 13.6 year old mixed bird has been experiencing minor eye discharge, ear discharge. Just started an hour ago. Should we come in immediately?",moderate,3,30,False,False,[]
4397,2025-04-18T11:53:03.917825,bird,mixed,1.8,young,0.3,"['mild coughing', 'loss of appetite', 'urinating more frequently', 'excessive scratching']","Patient is a mixed bird, 1.8 years old, presenting with mild coughing, loss of appetite, urinating more frequently, excessive scratching. Started today. Seems to be getting worse.",moderate,3,19,False,True,"['dental disease', 'skin condition']"
4398,2024-09-07T11:53:03.917833,guinea pig,mixed,3.1,adult,1.2,['mild scratching'],My 3.1 year old mixed guinea pig has been experiencing mild scratching. Noticed yesterday. Seems to be getting worse.,low,1,145,False,False,[]
4399,2024-08-20T11:53:03.917841,dog,Husky,8.6,senior,34.2,"['vaccination due', 'eye injury with vision loss']","My 8.6 year old Husky dog has been experiencing vaccination due, eye injury with vision loss. Has been going on for 2 days. Very worried.",low,2,103,False,True,[]
4400,2024-08-29T11:53:03.917849,rabbit,mixed,1.3,young,2.7,"['vaccination due', 'routine checkup', 'sudden behavior change']","Concerned about my rabbit (mixed, 1.3yo) showing signs of vaccination due, routine checkup, sudden behavior change. Just started an hour ago. Very worried.",low,2,97,False,False,"['cancer remission', 'skin condition', 'arthritis']"
4401,2025-07-24T11:53:03.917859,rabbit,mixed,7.8,adult,1.7,"['lethargy', 'urinating more frequently', 'mild scratching']","mixed rabbit with lethargy, urinating more frequently, mild scratching. Age: 7.8 years. Progressive over 3 days. Should we come in immediately?",moderate,2,92,False,True,[]
4402,2025-04-20T11:53:03.917868,hamster,mixed,2.8,young,0.1,"['urinating more frequently', 'excessive scratching', 'lethargy', 'mild coughing', 'mild scratching']","Patient is a mixed hamster, 2.8 years old, presenting with urinating more frequently, excessive scratching, lethargy, mild coughing, mild scratching. Symptoms for the past week. Is this an emergency?",moderate,3,24,False,False,[]
4403,2024-09-26T11:53:03.917877,dog,Dachshund,15.6,geriatric,20.3,"['vaccination due', 'bad breath', 'behavioral consultation', 'excessive drooling']","Patient is a Dachshund dog, 15.6 years old, presenting with vaccination due, bad breath, behavioral consultation, excessive drooling. Symptoms for the past week. Is this an emergency?",low,3,35,False,False,"['thyroid issues', 'ear infections']"
4404,2024-09-04T11:53:03.917887,dog,Poodle,1.6,young,12.5,"['excessive panting', 'diet advice needed']","Poodle dog with excessive panting, diet advice needed. Age: 1.6 years. Noticed yesterday. Pet is distressed.",urgent,4,13,True,False,[]
4405,2025-01-07T11:53:03.917895,guinea pig,mixed,3.4,adult,0.9,"['vomiting blood', 'excessive drooling', 'limping severely', 'eye discharge with squinting', 'diarrhea']","Patient is a mixed guinea pig, 3.4 years old, presenting with vomiting blood, excessive drooling, limping severely, eye discharge with squinting, diarrhea. Progressive over 3 days. Should we come in immediately?",urgent,3,36,False,True,"['heart murmur', 'anxiety']"
4406,2024-10-03T11:53:03.917903,hamster,mixed,11.3,senior,0.1,"['excessive drooling', 'moderate bleeding']","mixed hamster with excessive drooling, moderate bleeding. Age: 11.3 years. Noticed yesterday. Should we come in immediately?",urgent,5,4,True,True,"['eye problems', 'arthritis', 'diabetes']"
4407,2024-08-27T11:53:03.917912,bird,mixed,14.7,senior,0.4,"['loss of appetite', 'vomiting', 'urinating more frequently']","mixed bird with loss of appetite, vomiting, urinating more frequently. Age: 14.7 years. Progressive over 3 days. Please advise urgency.",moderate,3,20,False,False,['allergies']
4408,2025-07-21T11:53:03.917920,rabbit,mixed,1.3,young,2.3,['urinating more frequently'],My 1.3 year old mixed rabbit has been experiencing urinating more frequently. Started today. Please advise urgency.,moderate,3,18,False,False,[]
4409,2024-12-15T11:53:03.917927,hamster,mixed,12.2,senior,0.1,"['seizures', 'unable to urinate', 'unconscious', 'poisoning suspected']","Concerned about my hamster (mixed, 12.2yo) showing signs of seizures, unable to urinate, unconscious, poisoning suspected. Started today. Pet is distressed.",critical,5,2,True,False,[]
4410,2024-12-23T11:53:03.917935,guinea pig,mixed,1.1,young,0.6,"['swollen face', 'bloody diarrhea', 'sudden behavior change']","Concerned about my guinea pig (mixed, 1.1yo) showing signs of swollen face, bloody diarrhea, sudden behavior change. Symptoms for the past week. Pet is distressed.",urgent,4,8,True,False,['eye problems']
4411,2024-11-12T11:53:03.917943,guinea pig,mixed,1.7,young,0.6,"['behavioral consultation', 'diet advice needed']","My 1.7 year old mixed guinea pig has been experiencing behavioral consultation, diet advice needed. Just started an hour ago. Seems to be getting worse.",low,2,82,False,True,[]
4412,2025-08-05T11:53:03.917951,cat,Sphynx,1.9,young,4.1,"['diet advice needed', 'dental cleaning inquiry', 'urinating more frequently']","Sphynx cat with diet advice needed, dental cleaning inquiry, urinating more frequently. Age: 1.9 years. Has been going on for 2 days. Please advise urgency.",low,2,96,False,False,['kidney disease']
4413,2025-01-24T11:53:03.917960,cat,Scottish Fold,1.0,young,3.5,"['difficulty swallowing', 'excessive panting', 'mild scratching']","Patient is a Scottish Fold cat, 1.0 years old, presenting with difficulty swallowing, excessive panting, mild scratching. Started today. Seems to be getting worse.",urgent,4,6,True,False,[]
4414,2025-03-10T11:53:03.917968,guinea pig,mixed,1.4,young,0.6,"['behavioral consultation', 'vaccination due', 'diet advice needed', 'grooming required']","mixed guinea pig with behavioral consultation, vaccination due, diet advice needed, grooming required. Age: 1.4 years. Progressive over 3 days. Please advise urgency.",low,2,81,False,True,[]
4415,2025-03-16T11:53:03.917975,rabbit,mixed,4.8,adult,1.5,"['vaccination due', 'bad breath']","Concerned about my rabbit (mixed, 4.8yo) showing signs of vaccination due, bad breath. Symptoms for the past week. Seems to be getting worse.",low,1,209,False,True,"['hip dysplasia', 'heart murmur', 'dental disease']"
4416,2024-12-18T11:53:03.917983,cat,Persian,0.0,kitten,2.5,"['sneezing', 'excessive scratching']","My 0.0 year old Persian cat has been experiencing sneezing, excessive scratching. Has been going on for 2 days. Is this an emergency?",moderate,3,29,False,False,[]
4417,2025-05-30T11:53:03.917990,rabbit,mixed,3.0,young,1.7,['excessive panting'],"Concerned about my rabbit (mixed, 3.0yo) showing signs of excessive panting. Started today. Very worried.",urgent,4,12,True,False,[]
4418,2025-02-19T11:53:03.917998,dog,Husky,1.7,young,15.6,"['nail trimming needed', 'weight management consultation', 'routine checkup', 'diet advice needed']","My 1.7 year old Husky dog has been experiencing nail trimming needed, weight management consultation, routine checkup, diet advice needed. Has been going on for 2 days. Is this an emergency?",low,2,64,False,True,[]
4419,2025-03-09T11:53:03.918006,guinea pig,mixed,13.4,senior,1.2,"['heatstroke symptoms', 'severe allergic reaction', 'seizures', 'unconscious']","My 13.4 year old mixed guinea pig has been experiencing heatstroke symptoms, severe allergic reaction, seizures, unconscious. Progressive over 3 days. Pet is distressed.",critical,5,3,True,False,[]
4420,2025-06-14T11:53:03.918013,dog,Husky,2.4,young,21.1,['loss of appetite'],My 2.4 year old Husky dog has been experiencing loss of appetite. Has been going on for 2 days. Should we come in immediately?,moderate,3,19,False,True,['arthritis']
4421,2025-03-27T11:53:03.918022,rabbit,mixed,2.9,young,3.2,"['urinating more frequently', 'ear discharge', 'lethargy', 'minor eye discharge']","My 2.9 year old mixed rabbit has been experiencing urinating more frequently, ear discharge, lethargy, minor eye discharge. Symptoms for the past week. Should we come in immediately?",moderate,3,34,False,False,"['heart murmur', 'anxiety', 'thyroid issues']"
4422,2025-04-04T11:53:03.918031,dog,Dachshund,5.1,adult,31.6,"['bad breath', 'grooming required', 'dental cleaning inquiry', 'routine checkup']","Concerned about my dog (Dachshund, 5.1yo) showing signs of bad breath, grooming required, dental cleaning inquiry, routine checkup. Symptoms for the past week. Please advise urgency.",low,1,174,False,True,[]
4423,2025-04-29T11:53:03.918040,guinea pig,mixed,14.7,senior,1.0,"['ear discharge', 'drinking more water than usual', 'nail trimming needed']","Concerned about my guinea pig (mixed, 14.7yo) showing signs of ear discharge, drinking more water than usual, nail trimming needed. Just started an hour ago. Should we come in immediately?",moderate,3,22,False,True,[]
4424,2025-05-09T11:53:03.918047,guinea pig,mixed,5.6,adult,0.7,"['difficulty swallowing', 'moderate bleeding']","My 5.6 year old mixed guinea pig has been experiencing difficulty swallowing, moderate bleeding. Progressive over 3 days. Seems to be getting worse.",urgent,3,22,False,False,[]
4425,2025-01-19T11:53:03.918054,cat,Bengal,13.4,senior,4.2,['grooming required'],Bengal cat with grooming required. Age: 13.4 years. Progressive over 3 days. Please advise urgency.,low,2,120,False,True,"['anxiety', 'thyroid issues', 'cancer remission']"
4426,2024-11-17T11:53:03.918062,hamster,mixed,6.4,adult,0.2,['weight management consultation'],mixed hamster with weight management consultation. Age: 6.4 years. Noticed yesterday. Should we come in immediately?,low,1,163,False,False,['skin condition']
4427,2025-03-16T11:53:03.918070,rabbit,mixed,1.9,young,2.7,"['excessive scratching', 'ear discharge']","Patient is a mixed rabbit, 1.9 years old, presenting with excessive scratching, ear discharge. Progressive over 3 days. Should we come in immediately?",moderate,3,42,False,True,[]
4428,2024-10-18T11:53:03.918078,cat,Ragdoll,0.1,kitten,2.4,"['mild scratching', 'behavioral consultation', 'vaccination due']","Patient is a Ragdoll cat, 0.1 years old, presenting with mild scratching, behavioral consultation, vaccination due. Has been going on for 2 days. Pet is distressed.",low,2,87,False,True,"['ear infections', 'skin condition', 'anxiety']"
4429,2025-06-08T11:53:03.918086,hamster,mixed,2.4,young,0.2,"['heatstroke symptoms', 'bloated abdomen', 'unable to urinate', 'unconscious']","Patient is a mixed hamster, 2.4 years old, presenting with heatstroke symptoms, bloated abdomen, unable to urinate, unconscious. Has been going on for 2 days. Pet is distressed.",critical,5,5,True,False,[]
4430,2024-11-21T11:53:03.918096,hamster,mixed,8.4,senior,0.2,"['routine checkup', 'behavioral consultation', 'mild scratching', 'loss of appetite']","Patient is a mixed hamster, 8.4 years old, presenting with routine checkup, behavioral consultation, mild scratching, loss of appetite. Noticed yesterday. Very worried.",low,2,97,False,True,[]
4431,2025-02-06T11:53:03.918104,hamster,mixed,6.4,adult,0.2,"['mild scratching', 'moderate bleeding']","My 6.4 year old mixed hamster has been experiencing mild scratching, moderate bleeding. Progressive over 3 days. Pet is distressed.",low,1,145,False,False,[]
4432,2025-01-28T11:53:03.918111,rabbit,mixed,1.4,young,2.7,"['diet advice needed', 'routine checkup', 'nail trimming needed', 'behavioral consultation']","mixed rabbit with diet advice needed, routine checkup, nail trimming needed, behavioral consultation. Age: 1.4 years. Just started an hour ago. Pet is distressed.",low,2,104,False,False,['eye problems']
4433,2025-05-15T11:53:03.918120,rabbit,mixed,7.5,adult,3.0,"['minor limping', 'ear discharge', 'drinking more water than usual', 'bloody diarrhea']","mixed rabbit with minor limping, ear discharge, drinking more water than usual, bloody diarrhea. Age: 7.5 years. Started today. Is this an emergency?",moderate,2,72,False,True,[]
4434,2025-02-08T11:53:03.918128,guinea pig,mixed,13.0,senior,1.1,"['excessive scratching', 'mild coughing']","Concerned about my guinea pig (mixed, 13.0yo) showing signs of excessive scratching, mild coughing. Has been going on for 2 days. Pet is distressed.",moderate,3,23,False,False,[]
4435,2024-12-08T11:53:03.918134,rabbit,mixed,1.3,young,1.9,['mild coughing'],My 1.3 year old mixed rabbit has been experiencing mild coughing. Noticed yesterday. Please advise urgency.,moderate,3,21,False,True,[]
4436,2024-10-01T11:53:03.918142,hamster,mixed,6.4,adult,0.1,"['behavioral consultation', 'vaccination due', 'mild scratching']","Concerned about my hamster (mixed, 6.4yo) showing signs of behavioral consultation, vaccination due, mild scratching. Has been going on for 2 days. Please advise urgency.",low,1,239,False,False,"['kidney disease', 'hip dysplasia']"
4437,2025-01-13T11:53:03.918150,dog,Pug,1.2,young,12.1,"['moderate bleeding', 'bloody diarrhea', 'vomiting blood', 'persistent coughing']","My 1.2 year old Pug dog has been experiencing moderate bleeding, bloody diarrhea, vomiting blood, persistent coughing. Just started an hour ago. Seems to be getting worse.",urgent,4,8,True,False,['ear infections']
4438,2025-06-13T11:53:03.918159,rabbit,mixed,13.6,senior,2.7,['ear discharge'],"Concerned about my rabbit (mixed, 13.6yo) showing signs of ear discharge. Progressive over 3 days. Seems to be getting worse.",moderate,3,37,False,False,[]
4439,2024-11-13T11:53:03.918187,hamster,mixed,13.9,senior,0.1,"['mild coughing', 'loss of appetite', 'urinating more frequently', 'excessive panting']","Patient is a mixed hamster, 13.9 years old, presenting with mild coughing, loss of appetite, urinating more frequently, excessive panting. Has been going on for 2 days. Seems to be getting worse.",moderate,3,39,False,False,[]
4440,2025-01-01T11:53:03.918194,guinea pig,mixed,12.6,senior,1.1,['minor eye discharge'],mixed guinea pig with minor eye discharge. Age: 12.6 years. Started today. Very worried.,moderate,3,42,False,False,[]
4441,2024-09-30T11:53:03.918201,guinea pig,mixed,5.7,adult,0.8,['excessive drooling'],"Patient is a mixed guinea pig, 5.7 years old, presenting with excessive drooling. Symptoms for the past week. Pet is distressed.",urgent,3,20,False,True,"['obesity', 'arthritis', 'anxiety']"
4442,2024-09-28T11:53:03.918210,hamster,mixed,9.9,senior,0.2,"['grooming required', 'mild scratching', 'behavioral consultation']","mixed hamster with grooming required, mild scratching, behavioral consultation. Age: 9.9 years. Noticed yesterday. Very worried.",low,2,54,False,True,[]
4443,2024-10-18T11:53:03.918218,dog,Husky,8.3,senior,34.9,"['urinating more frequently', 'minor limping', 'unable to urinate']","Concerned about my dog (Husky, 8.3yo) showing signs of urinating more frequently, minor limping, unable to urinate. Progressive over 3 days. Pet is distressed.",moderate,3,21,False,False,[]
4444,2024-10-13T11:53:03.918226,cat,Maine Coon,5.3,adult,5.1,"['bad breath', 'weight management consultation']","Concerned about my cat (Maine Coon, 5.3yo) showing signs of bad breath, weight management consultation. Just started an hour ago. Should we come in immediately?",low,1,131,False,True,"['obesity', 'skin condition']"
4445,2025-07-02T11:53:03.918234,dog,Beagle,14.7,senior,24.2,"['unable to urinate', 'pale gums']","My 14.7 year old Beagle dog has been experiencing unable to urinate, pale gums. Started today. Very worried.",critical,5,5,True,False,[]
4446,2025-06-18T11:53:03.918242,bird,mixed,1.7,young,0.3,"['minor limping', 'ear discharge', 'drinking more water than usual', 'loss of appetite']","mixed bird with minor limping, ear discharge, drinking more water than usual, loss of appetite. Age: 1.7 years. Started today. Pet is distressed.",moderate,3,28,False,False,[]
4447,2025-02-13T11:53:03.918250,dog,German Shepherd,1.6,young,30.9,"['difficulty defecating', 'sudden behavior change']","Patient is a German Shepherd dog, 1.6 years old, presenting with difficulty defecating, sudden behavior change. Started today. Very worried.",urgent,4,8,True,True,[]
4448,2025-05-27T11:53:03.918257,dog,Chihuahua,1.1,young,4.6,"['drinking more water than usual', 'ear discharge', 'sneezing']","Patient is a Chihuahua dog, 1.1 years old, presenting with drinking more water than usual, ear discharge, sneezing. Progressive over 3 days. Very worried.",moderate,3,36,False,True,['ear infections']
4449,2025-06-05T11:53:03.918266,hamster,mixed,4.7,adult,0.1,"['behavioral consultation', 'mild scratching', 'weight management consultation', 'nail trimming needed']","Patient is a mixed hamster, 4.7 years old, presenting with behavioral consultation, mild scratching, weight management consultation, nail trimming needed. Has been going on for 2 days. Seems to be getting worse.",low,1,231,False,False,[]
4450,2025-02-06T11:53:03.918273,bird,mixed,10.2,senior,0.4,"['bad breath', 'grooming required', 'dental cleaning inquiry']","mixed bird with bad breath, grooming required, dental cleaning inquiry. Age: 10.2 years. Symptoms for the past week. Is this an emergency?",low,2,107,False,True,[]
4451,2025-01-01T11:53:03.918281,bird,mixed,7.3,adult,0.2,['weight management consultation'],"Patient is a mixed bird, 7.3 years old, presenting with weight management consultation. Symptoms for the past week. Seems to be getting worse.",low,1,138,False,False,[]
4452,2025-06-24T11:53:03.918289,dog,Beagle,3.1,adult,23.6,"['vomiting blood', 'bloody diarrhea', 'moderate bleeding', 'severe allergic reaction']","My 3.1 year old Beagle dog has been experiencing vomiting blood, bloody diarrhea, moderate bleeding, severe allergic reaction. Just started an hour ago. Very worried.",urgent,3,36,False,False,[]
4453,2025-01-21T11:53:03.918297,bird,mixed,11.1,senior,0.1,"['behavioral consultation', 'nail trimming needed', 'grooming required', 'diet advice needed']","Concerned about my bird (mixed, 11.1yo) showing signs of behavioral consultation, nail trimming needed, grooming required, diet advice needed. Noticed yesterday. Very worried.",low,2,105,False,False,['kidney disease']
4454,2025-01-14T11:53:03.918305,hamster,mixed,2.2,young,0.2,"['minor limping', 'excessive scratching']","Patient is a mixed hamster, 2.2 years old, presenting with minor limping, excessive scratching. Noticed yesterday. Should we come in immediately?",moderate,3,40,False,False,"['skin condition', 'anxiety', 'thyroid issues']"
4455,2025-08-18T11:53:03.918313,cat,British Shorthair,1.3,young,4.9,['nail trimming needed'],"Concerned about my cat (British Shorthair, 1.3yo) showing signs of nail trimming needed. Started today. Very worried.",low,2,49,False,True,"['diabetes', 'heart murmur', 'cancer remission']"
4456,2025-01-09T11:53:03.918322,guinea pig,mixed,3.3,adult,1.1,"['dental cleaning inquiry', 'loss of appetite']","My 3.3 year old mixed guinea pig has been experiencing dental cleaning inquiry, loss of appetite. Symptoms for the past week. Very worried.",low,1,240,False,True,"['thyroid issues', 'diabetes']"
4457,2025-05-03T11:53:03.918331,bird,mixed,12.2,senior,0.2,"['paralysis', 'bloated abdomen']","mixed bird with paralysis, bloated abdomen. Age: 12.2 years. Just started an hour ago. Seems to be getting worse.",critical,5,5,True,True,"['hip dysplasia', 'skin condition']"
4458,2025-08-15T11:53:03.918339,cat,Sphynx,19.0,geriatric,6.3,"['sneezing', 'vomiting', 'drinking more water than usual']","Patient is a Sphynx cat, 19.0 years old, presenting with sneezing, vomiting, drinking more water than usual. Symptoms for the past week. Please advise urgency.",moderate,4,9,True,False,[]
4459,2024-10-17T11:53:03.918346,hamster,mixed,2.7,young,0.2,"['poisoning suspected', 'difficulty breathing']","Concerned about my hamster (mixed, 2.7yo) showing signs of poisoning suspected, difficulty breathing. Started today. Very worried.",critical,5,5,True,False,[]
4460,2024-09-05T11:53:03.918354,dog,Bulldog,17.8,geriatric,33.2,"['unconscious', 'pale gums', 'paralysis']","Bulldog dog with unconscious, pale gums, paralysis. Age: 17.8 years. Just started an hour ago. Very worried.",critical,5,0,True,False,"['anxiety', 'hip dysplasia', 'arthritis']"
4461,2025-03-17T11:53:03.918367,rabbit,mixed,10.6,senior,1.7,"['minor limping', 'lethargy', 'drinking more water than usual', 'urinating more frequently']","mixed rabbit with minor limping, lethargy, drinking more water than usual, urinating more frequently. Age: 10.6 years. Started today. Should we come in immediately?",moderate,3,23,False,True,"['skin condition', 'arthritis', 'diabetes']"
4462,2025-07-13T11:53:03.918376,bird,mixed,4.6,adult,0.4,"['drinking more water than usual', 'minor eye discharge']","Concerned about my bird (mixed, 4.6yo) showing signs of drinking more water than usual, minor eye discharge. Started today. Please advise urgency.",moderate,2,107,False,False,[]
4463,2025-04-21T11:53:03.918383,rabbit,mixed,2.0,young,2.2,"['loss of appetite', 'minor limping']","My 2.0 year old mixed rabbit has been experiencing loss of appetite, minor limping. Noticed yesterday. Very worried.",moderate,3,33,False,False,[]
4464,2024-10-20T11:53:03.918391,rabbit,mixed,8.8,senior,3.3,"['moderate bleeding', 'excessive drooling', 'difficulty swallowing', 'excessive scratching']","Patient is a mixed rabbit, 8.8 years old, presenting with moderate bleeding, excessive drooling, difficulty swallowing, excessive scratching. Has been going on for 2 days. Is this an emergency?",urgent,5,5,True,False,[]
4465,2024-11-27T11:53:03.918399,bird,mixed,11.8,senior,0.5,"['moderate bleeding', 'sudden behavior change', 'eye discharge with squinting']","Patient is a mixed bird, 11.8 years old, presenting with moderate bleeding, sudden behavior change, eye discharge with squinting. Started today. Is this an emergency?",urgent,5,2,True,True,[]
4466,2024-09-15T11:53:03.918405,rabbit,mixed,4.9,adult,2.8,"['diarrhea', 'excessive scratching']","Concerned about my rabbit (mixed, 4.9yo) showing signs of diarrhea, excessive scratching. Has been going on for 2 days. Very worried.",moderate,2,58,False,False,[]
4467,2025-08-10T11:53:03.918413,rabbit,mixed,1.1,young,2.3,"['sneezing', 'minor eye discharge', 'loss of appetite']","mixed rabbit with sneezing, minor eye discharge, loss of appetite. Age: 1.1 years. Started today. Is this an emergency?",moderate,3,23,False,True,['cancer remission']
4468,2025-02-05T11:53:03.918421,guinea pig,mixed,1.2,young,0.6,"['nail trimming needed', 'diet advice needed']","My 1.2 year old mixed guinea pig has been experiencing nail trimming needed, diet advice needed. Progressive over 3 days. Please advise urgency.",low,2,115,False,True,[]
4469,2024-11-09T11:53:03.918428,bird,mixed,2.4,young,0.4,"['excessive scratching', 'lethargy', 'loss of appetite']","mixed bird with excessive scratching, lethargy, loss of appetite. Age: 2.4 years. Noticed yesterday. Is this an emergency?",moderate,3,35,False,False,"['diabetes', 'cancer remission', 'thyroid issues']"
4470,2025-01-07T11:53:03.918437,cat,British Shorthair,10.0,senior,3.9,"['sneezing', 'minor eye discharge']","British Shorthair cat with sneezing, minor eye discharge. Age: 10.0 years. Progressive over 3 days. Please advise urgency.",moderate,3,45,False,True,['allergies']
4471,2024-10-02T11:53:03.918445,bird,mixed,2.0,young,0.1,"['loss of appetite', 'vomiting', 'sneezing', 'diarrhea']","Concerned about my bird (mixed, 2.0yo) showing signs of loss of appetite, vomiting, sneezing, diarrhea. Has been going on for 2 days. Please advise urgency.",moderate,3,44,False,False,"['allergies', 'ear infections']"
4472,2025-02-21T11:53:03.918454,dog,Beagle,6.7,adult,27.5,"['heatstroke symptoms', 'pale gums', 'severe allergic reaction', 'difficulty breathing']","Concerned about my dog (Beagle, 6.7yo) showing signs of heatstroke symptoms, pale gums, severe allergic reaction, difficulty breathing. Noticed yesterday. Very worried.",critical,4,6,True,True,[]
4473,2025-05-30T11:53:03.918461,guinea pig,mixed,12.9,senior,1.1,"['drinking more water than usual', 'sneezing']","Concerned about my guinea pig (mixed, 12.9yo) showing signs of drinking more water than usual, sneezing. Started today. Seems to be getting worse.",moderate,3,41,False,False,"['obesity', 'allergies', 'cancer remission']"
4474,2024-12-25T11:53:03.918469,rabbit,mixed,3.8,adult,2.4,['diet advice needed'],"Patient is a mixed rabbit, 3.8 years old, presenting with diet advice needed. Has been going on for 2 days. Please advise urgency.",low,1,202,False,True,[]
